s_id,s_nm,s_tenabili,s_wno,s_hh,s_pop,s_zno,s_addr,s_lat,s_lon,u_id,u_zno,u_wno,u_nm,u_addr,u_lat,u_lon,qneat_dist
S9-116-18,Mattan Kuppam,tenable,116,381,1534,9,"Mattan Kuppam, Ward 116, TEY NAM PET, Chennai, Tamil Nadu, India",13.0530332,80.2794137,UPHC88,9,119; 121,Krishnampet,"Urban Primary Health Centre, Krishnampet, No1; Meccapuram; Main Street; Chennai  5",13.0463778,80.2756877,1004.402431
S9-122-37,Kavinjar Bharathidasan Road,Tenable,122,100,383,9,"Kavinjar Bharathidasan Road, Ward 122, TEY NAM PET, Chennai, Tamil Nadu, India",13.0353214,80.2497438,UPHC89,9,122; 123,Teynampet,"Urban Primary Health Centre, Teynampet, No 40; KBDasan Raod; Teynampet; Chennai  18",13.0375975,80.2512366,379.5834911
S9-117-23,Dr. Thomas Road,Tenable,117,549,1975,9,"Dr. Thomas Road, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.037301,80.2442489,UPHC89,9,122; 123,Teynampet,"Urban Primary Health Centre, Teynampet, No 40; KBDasan Raod; Teynampet; Chennai  18",13.0375975,80.2512366,1107.386361
S9-118-31,Nallan Street,Tenable,118,40,156,9,"Nallan Street, Ward 118, TEY NAM PET, Chennai, Tamil Nadu, India",13.0423122,80.2519027,UPHC89,9,122; 123,Teynampet,"Urban Primary Health Centre, Teynampet, No 40; KBDasan Raod; Teynampet; Chennai  18",13.0375975,80.2512366,559.0009203
S9-117-22,S.S Puram,Untenable,117,142,609,9,"S.S Puram, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.04281,80.2469385,UPHC89,9,122; 123,Teynampet,"Urban Primary Health Centre, Teynampet, No 40; KBDasan Raod; Teynampet; Chennai  18",13.0375975,80.2512366,1099.114705
S9-117-21,"Giriyappa Road , FP",Tenable,117,154,606,9,"Giriyappa Road , FP, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.0443327,80.2467616,UPHC89,9,122; 123,Teynampet,"Urban Primary Health Centre, Teynampet, No 40; KBDasan Raod; Teynampet; Chennai  18",13.0375975,80.2512366,1267.04359
S9-117-30,Giriyappa Road Huts,UnTenable,117,934,4071,9,"Giriyappa Road Huts, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.0443327,80.2467616,UPHC89,9,122; 123,Teynampet,"Urban Primary Health Centre, Teynampet, No 40; KBDasan Raod; Teynampet; Chennai  18",13.0375975,80.2512366,1267.04359
S9-123-44,Kanni koil puram,Tenable,123,75,293,9,"Kanni koil puram, Ward 123, TEY NAM PET, Chennai, Tamil Nadu, India",13.0323928,80.2592649,UPHC90,9,119; 123,Beemanampet,"Urban Primary Health Centre, Beemanampet, Multy Speciality; 29; C P Ramasamy Road; Alwarpet; Chennai  1",13.0342417,80.2570918,496.833219
S9-124-55,"Ramakrishnapuram,6th st",Tenable,124,559,2203,9,"Ramakrishnapuram,6th st, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0367482,80.2690725,UPHC91,9,124,Mylapore,"Urban Primary Health Centre, Mylapore, No 22; Mundakanniaman Koil St; Mylapore; Chennai  4",13.0367914,80.2676303,206.2304709
S9-124-62,Mosque st,Untenable,124,63,246,9,"Mosque st, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0299287,80.2698447,UPHC92,9,124; 125,Santhome,"Urban Primary Health Centre, Santhome, No 14A; Appu 2nd Lane; Mylapore; Chennai  4",13.0364123,80.2709698,853.4909158
S9-125-57,Arumugam pillai st,Untenable,125,142,545,9,"Arumugam pillai st, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0347921,80.2720067,UPHC92,9,124; 125,Santhome,"Urban Primary Health Centre, Santhome, No 14A; Appu 2nd Lane; Mylapore; Chennai  4",13.0364123,80.2709698,321.034922
S9-125-58,Rutherford puram,Untenable,125,242,994,9,"Rutherford puram, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0347921,80.2720067,UPHC92,9,124; 125,Santhome,"Urban Primary Health Centre, Santhome, No 14A; Appu 2nd Lane; Mylapore; Chennai  4",13.0364123,80.2709698,321.034922
S9-125-60,Mylai Mangolai,Tenable,125,109,437,9,"Mylai Mangolai, Ward 125, TEY NAM PET, Chennai, Tamil Nadu, India",13.0347921,80.2720067,UPHC92,9,124; 125,Santhome,"Urban Primary Health Centre, Santhome, No 14A; Appu 2nd Lane; Mylapore; Chennai  4",13.0364123,80.2709698,321.034922
S9-124-50,Nattan Thottam,Tenable,124,335,1333,9,"Nattan Thottam, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0403136,80.270555,UPHC92,9,124; 125,Santhome,"Urban Primary Health Centre, Santhome, No 14A; Appu 2nd Lane; Mylapore; Chennai  4",13.0364123,80.2709698,519.3130607
S10-129-68,Shanmuga Sundaram Street,Tenable,129,232,875,10,"Shanmuga Sundaram Street, Ward 129, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0613453,80.2024994,UPHC94,10,127,Koyambedu,"Urban Primary Health Centre, Koyambedu, No 44;  Natesa Nagar;  5Th Main Road;  Virugambakkam Chennai  92",13.0592841,80.1920156,1376.631432
S10-127-79,Vedha Nagar,Untenable,127,54,217,10,"Vedha Nagar, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.06172,80.1920398,UPHC94,10,127,Koyambedu,"Urban Primary Health Centre, Koyambedu, No 44;  Natesa Nagar;  5Th Main Road;  Virugambakkam Chennai  92",13.0592841,80.1920156,761.8032288
S10-127-80,Vedhanagar II,Tenable,127,25,99,10,"Vedhanagar II, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.06172,80.1920398,UPHC94,10,127,Koyambedu,"Urban Primary Health Centre, Koyambedu, No 44;  Natesa Nagar;  5Th Main Road;  Virugambakkam Chennai  92",13.0592841,80.1920156,761.8032288
S10-127-41,Kulasekarapuram,Tenable,127,218,870,10,"Kulasekarapuram, Ward 127, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.062329,80.2033719,UPHC94,10,127,Koyambedu,"Urban Primary Health Centre, Koyambedu, No 44;  Natesa Nagar;  5Th Main Road;  Virugambakkam Chennai  92",13.0592841,80.1920156,1466.960596
S10-128-10,"AVM Colony, Virugambakkam",Untenable,128,44,167,10,"AVM Colony, Virugambakkam, Ward 128, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0512276,80.1969215,UPHC95,10,128,Virugambakkam,"Urban Primary Health Centre, Virugambakkam, No 77; Kamaraj Street; Virugambakkam; Chennai  92",13.0519964,80.1968184,112.847466
S10-128-20,East Vanniyar Street,tenable,128,197,719,10,"East Vanniyar Street, Ward 128, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0413564,80.1922381,UPHC96,10,129,Dasarathapuram,"Urban Primary Health Centre, Dasarathapuram, No 1 11; Dasaradhapuram; 8Thst; Saligramam;  Chennai  93",13.0441748,80.2010332,1306.750316
S10-131-31,"Kannigapuram , Kodambakkam",Tenable,131,147,513,10,"Kannigapuram , Kodambakkam, Ward 131, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0415534,80.2045922,UPHC96,10,129,Dasarathapuram,"Urban Primary Health Centre, Dasarathapuram, No 1 11; Dasaradhapuram; 8Thst; Saligramam;  Chennai  93",13.0441748,80.2010332,576.5384838
S10-131-54,New Vijayaraghavapuram,Tenable,131,196,749,10,"New Vijayaraghavapuram, Ward 131, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0446027,80.2002754,UPHC96,10,129,Dasarathapuram,"Urban Primary Health Centre, Dasarathapuram, No 1 11; Dasaradhapuram; 8Thst; Saligramam;  Chennai  93",13.0441748,80.2010332,232.4618177
S10-131-55,Old Vijayaraghavapuram,Tenable,131,290,1169,10,"Old Vijayaraghavapuram, Ward 131, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0446027,80.2002754,UPHC96,10,129,Dasarathapuram,"Urban Primary Health Centre, Dasarathapuram, No 1 11; Dasaradhapuram; 8Thst; Saligramam;  Chennai  93",13.0441748,80.2010332,232.4618177
S13-174-27,Five furloin road,un-Tenable,174,116,442,13,"Five furloin road, Ward 174, ADYAR, Chennai, Tamil Nadu, India",13.00047,80.2135828,UPHC98,10,131,FPAI,"Urban Primary Health Centre, FPAI, 138; Kannigapuram 1st street; KK nagar; Chennai  78",13.0046602,80.2202744,1421.84046
S13-174-70,Race Courcse Road,un-Tenable,174,46,163,13,"Race Courcse Road, Ward 174, ADYAR, Chennai, Tamil Nadu, India",13.0090327,80.2160634,UPHC98,10,131,FPAI,"Urban Primary Health Centre, FPAI, 138; Kannigapuram 1st street; KK nagar; Chennai  78",13.0046602,80.2202744,915.4467348
S13-171-24,Chinna Malai/LDG Road,Un-Tenable,171,468,1493,13,"Chinna Malai/LDG Road, Ward 171, ADYAR, Chennai, Tamil Nadu, India",13.0155045,80.226687,UPHC98,10,131,FPAI,"Urban Primary Health Centre, FPAI, 138; Kannigapuram 1st street; KK nagar; Chennai  78",13.0046602,80.2202744,1885.904933
S10-132-12,Bajanai Kovil Street,Tenable,132,436,1721,10,"Bajanai Kovil Street, Ward 132, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0453242,80.2135746,UPHC99,10,132,Ashoknagar,"Urban Primary Health Centre, Ashoknagar, 1 34; 35th St; Ashok Nagar; Chennai  83",13.0408313,80.2146197,617.611748
S9-117-25,South Boag Slum,Tenable,117,162,584,9,"South Boag Slum, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.035791,80.2426014,UPHC102,10,136,TNagar West,"Urban Primary Health Centre, TNagar West, 5; Siva Gnanam Rd; TNagar; Chennai  17",13.0417591,80.2340761,1426.373301
S9-117-24,Sarangapani Street,UnTenable,117,31,118,9,"Sarangapani Street, Ward 117, TEY NAM PET, Chennai, Tamil Nadu, India",13.0492151,80.2377987,UPHC102,10,136,TNagar West,"Urban Primary Health Centre, TNagar West, 5; Siva Gnanam Rd; TNagar; Chennai  17",13.0417591,80.2340761,1126.810462
S9-113-12,Dharmapuram,Tenable,113,683,2753,9,"Dharmapuram, Ward 113, TEY NAM PET, Chennai, Tamil Nadu, India",13.0516804,80.2370108,UPHC102,10,136,TNagar West,"Urban Primary Health Centre, TNagar West, 5; Siva Gnanam Rd; TNagar; Chennai  17",13.0417591,80.2340761,1337.797534
S10-139-63,RV Nagar,Untenable,139,113,449,10,"RV Nagar, Ward 139, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0297705,80.2129595,UPHC104,10,138,Jafferkhanpet,"Urban Primary Health Centre, Jafferkhanpet, No 1 Ayyavu Street; Jafferkhan Pet; Chennai 83",13.0318579,80.2024148,1233.008602
S10-138-84,"Jafferkhanpet,Keeraithottam",Tenable,138,42,175,10,"Jafferkhanpet,Keeraithottam, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.029936,80.2048005,UPHC104,10,138,Jafferkhanpet,"Urban Primary Health Centre, Jafferkhanpet, No 1 Ayyavu Street; Jafferkhan Pet; Chennai 83",13.0318579,80.2024148,442.2672393
S10-138-85,Jafferkhanpet,Tenable,138,33,154,10,"Jafferkhanpet, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.029936,80.2048005,UPHC104,10,138,Jafferkhanpet,"Urban Primary Health Centre, Jafferkhanpet, No 1 Ayyavu Street; Jafferkhan Pet; Chennai 83",13.0318579,80.2024148,442.2672393
S10-138-6,Annai Sathya Nagar,Tenable,138,414,1687,10,"Annai Sathya Nagar, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0302696,80.1979676,UPHC104,10,138,Jafferkhanpet,"Urban Primary Health Centre, Jafferkhanpet, No 1 Ayyavu Street; Jafferkhan Pet; Chennai 83",13.0318579,80.2024148,698.131531
S10-137-13,Barathi Nagar,Tenable,137,446,1623,10,"Barathi Nagar, Ward 137, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0315897,80.1917508,UPHC104,10,138,Jafferkhanpet,"Urban Primary Health Centre, Jafferkhanpet, No 1 Ayyavu Street; Jafferkhan Pet; Chennai 83",13.0318579,80.2024148,1355.375175
S10-138-4,Ambedkar Colony,Tenable,138,1018,3564,10,"Ambedkar Colony, Ward 138, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0329993,80.2089503,UPHC104,10,138,Jafferkhanpet,"Urban Primary Health Centre, Jafferkhanpet, No 1 Ayyavu Street; Jafferkhan Pet; Chennai 83",13.0318579,80.2024148,1056.058869
S7-83-27,"Madanankuppam, Perumal Koil Street",Tenable,83,18,69,7,"Madanankuppam, Perumal Koil Street, Ward 83, AMBATTUR, Chennai, Tamil Nadu, India",13.135539,80.1878122,UPHC106,10,140,Kumaran Nagar,"Urban Primary Health Centre, Kumaran Nagar, No 1 Govindhan Road; West Mambalam; Chennai  33",13.1267829,80.2005101,2130.959964
S3-24-15,Bharathidasan Nagar,Tenable,24,638,2512,3,"Bharathidasan Nagar, Ward 24, MADHAVARAM, Chennai, Tamil Nadu, India",13.1458829,80.1861116,UPHC106,10,140,Kumaran Nagar,"Urban Primary Health Centre, Kumaran Nagar, No 1 Govindhan Road; West Mambalam; Chennai  33",13.1267829,80.2005101,3449.726557
S10-141-72,South Dhandabani Street,Tenable,141,18,73,10,"South Dhandabani Street, Ward 141, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0329184,80.2329895,UPHC107,10,141,CIT Nagar,"Urban Primary Health Centre, CIT Nagar, No54; 4th Main Road; CITNagar; Chennai  15",13.0290106,80.2328314,679.4878035
S11-146-15,Ganapathi Nagar,UnTenable,146,17,66,11,"Ganapathi Nagar, Ward 146, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.051719,80.1630924,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,1830.10049
S11-146-14,Dhana Lakshmi Nagar,UnTenable,146,721,3032,11,"Dhana Lakshmi Nagar, Ward 146, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0542768,80.1648365,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,1348.606873
S11-147-17,Mettu Kuppam,Tenable,147,83,312,11,"Mettu Kuppam, Ward 147, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0574433,80.1732077,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,1473.165069
S11-143-5,"Chinna Nolumbur, Union Road",Tenable,143,92,344,11,"Chinna Nolumbur, Union Road, Ward 143, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0667259,80.169564,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,901.8116096
S11-143-2,"Periya Nolumbur, Vembuiliyamman Koil Street",Tenable,143,154,585,11,"Periya Nolumbur, Vembuiliyamman Koil Street, Ward 143, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0713717,80.166143,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,1268.19356
S11-143-4,"Periya Nolumbur, Pada Salai Street",Tenable,143,106,416,11,"Periya Nolumbur, Pada Salai Street, Ward 143, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0713717,80.166143,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,1268.19356
S11-143-7,"Periya Nolumbur , Vellalar Street",Tenable,143,33,112,11,"Periya Nolumbur , Vellalar Street, Ward 143, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0713717,80.166143,UPHC109,11,146,Madhuravoyal,"Urban Primary Health Centre, Madhuravoyal, 285; Poonamalle High Rd; Madhuravoyal",13.062896,80.166343,1268.19356
S10-129-16,Dasarathapuram,Tenable,129,763,3064,10,"Dasarathapuram, Ward 129, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0580683,80.2028759,UPHC111,11,148,Nerkundram 2,"Urban Primary Health Centre, Nerkundram 2, Kamarajar Salai; Nerkundram Mettukuppam; Chennai  107",13.0532687,80.1970232,1133.998255
S10-129-17,Devaraj Nagar,Tenable,129,7,22,10,"Devaraj Nagar, Ward 129, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0592646,80.2028015,UPHC111,11,148,Nerkundram 2,"Urban Primary Health Centre, Nerkundram 2, Kamarajar Salai; Nerkundram Mettukuppam; Chennai  107",13.0532687,80.1970232,1268.124456
S11-155-30,"Ramapuram,2",Tenable,155,94,324,11,"Ramapuram,2, Ward 155, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0266994,80.1831596,UPHC112,11,153,Sakthi Nagar,"Urban Primary Health Centre, Sakthi Nagar, No 2; Sakthi Ngr Main Rd; Sakthi Ngr; Porur; Chennai  116",13.0303184,80.1639289,2548.484261
S11-151-22,"Chinna Porur , Mariyamman Koil Street",Tenable,151,185,746,11,"Chinna Porur , Mariyamman Koil Street, Ward 151, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0356028,80.1682048,UPHC112,11,153,Sakthi Nagar,"Urban Primary Health Centre, Sakthi Nagar, No 2; Sakthi Ngr Main Rd; Sakthi Ngr; Porur; Chennai  116",13.0303184,80.1639289,1207.01182
S11-152-25,"Anna Street,Kalaigar Street &Periyar Street",Tenable,152,176,761,11,"Anna Street,Kalaigar Street &Periyar Street, Ward 152, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0399683,80.176981,UPHC112,11,153,Sakthi Nagar,"Urban Primary Health Centre, Sakthi Nagar, No 2; Sakthi Ngr Main Rd; Sakthi Ngr; Porur; Chennai  116",13.0303184,80.1639289,2576.031473
S11-146-13,Rajiv Gandhi Nagar,UnTenable,146,271,1149,11,"Rajiv Gandhi Nagar, Ward 146, VALASARAVAKKAM, Chennai, Tamil Nadu, India",13.0474483,80.1630924,UPHC112,11,153,Sakthi Nagar,"Urban Primary Health Centre, Sakthi Nagar, No 2; Sakthi Ngr Main Rd; Sakthi Ngr; Porur; Chennai  116",13.0303184,80.1639289,2371.49838
S13-170-1,12B Nagireddy thottam,un-Tenable,170,245,868,13,"12B Nagireddy thottam, Ward 170, ADYAR, Chennai, Tamil Nadu, India",13.0178292,80.2130789,UPHC113,11,154,Ramapuram,"Urban Primary Health Centre, Ramapuram, Temporary Address; Old 18E Busstand; Kambar Salai; Ramapuram; Chennai  89",13.0085024,80.210217,1292.064045
S12-158-21,Thulasingapuram,Tenable,158,275,1043,12,"Thulasingapuram, Ward 158, ALANDUR, Chennai, Tamil Nadu, India",13.016854,80.1844399,UPHC114,12,156,Mugalivakkam,"Urban Primary Health Centre, Mugalivakkam, Padasalai St; Opp Panchayat Office; Mugalivakkam; Chennai  125",13.0210118,80.167016,2796.257508
S12-158-23,Muthu Mariyamman Kovil Street,Tenable,158,60,221,12,"Muthu Mariyamman Kovil Street, Ward 158, ALANDUR, Chennai, Tamil Nadu, India",13.016854,80.1844399,UPHC114,12,156,Mugalivakkam,"Urban Primary Health Centre, Mugalivakkam, Padasalai St; Opp Panchayat Office; Mugalivakkam; Chennai  125",13.0210118,80.167016,2796.257508
S12-156-4,Bangala Thoppu,Tenable,156,86,334,12,"Bangala Thoppu, Ward 156, ALANDUR, Chennai, Tamil Nadu, India",13.0205459,80.1528016,UPHC114,12,156,Mugalivakkam,"Urban Primary Health Centre, Mugalivakkam, Padasalai St; Opp Panchayat Office; Mugalivakkam; Chennai  125",13.0210118,80.167016,1810.521463
S12-156-2,Kumari Nagar,Tenable,156,32,138,12,"Kumari Nagar, Ward 156, ALANDUR, Chennai, Tamil Nadu, India",13.0229692,80.1487023,UPHC114,12,156,Mugalivakkam,"Urban Primary Health Centre, Mugalivakkam, Padasalai St; Opp Panchayat Office; Mugalivakkam; Chennai  125",13.0210118,80.167016,2185.457442
S12-162-38,Pitchan Street,Tenable,162,88,325,12,"Pitchan Street, Ward 162, ALANDUR, Chennai, Tamil Nadu, India",12.9964455,80.1965194,UPHC115,12,160,Alandur,"Urban Primary Health Centre, Alandur, No12; Appavoo St; Alandur; Chennai  16",13.0017779,80.2030352,1167.787058
S12-162-37,Ali Khan Street,Tenable,162,32,128,12,"Ali Khan Street, Ward 162, ALANDUR, Chennai, Tamil Nadu, India",12.9965595,80.195833,UPHC115,12,160,Alandur,"Urban Primary Health Centre, Alandur, No12; Appavoo St; Alandur; Chennai  16",13.0017779,80.2030352,1219.243501
S12-161-32,Labhai Street,Tenable,161,65,266,12,"Labhai Street, Ward 161, ALANDUR, Chennai, Tamil Nadu, India",12.9974873,80.2006371,UPHC115,12,160,Alandur,"Urban Primary Health Centre, Alandur, No12; Appavoo St; Alandur; Chennai  16",13.0017779,80.2030352,636.8510798
S12-161-30,South Raja Street,Tenable,161,194,783,12,"South Raja Street, Ward 161, ALANDUR, Chennai, Tamil Nadu, India",12.9978364,80.1995215,UPHC115,12,160,Alandur,"Urban Primary Health Centre, Alandur, No12; Appavoo St; Alandur; Chennai  16",13.0017779,80.2030352,762.6996686
S12-162-36,Kannan Colony,Tenable,162,187,809,12,"Kannan Colony, Ward 162, ALANDUR, Chennai, Tamil Nadu, India",12.9928958,80.188204,UPHC116,12,162,Palavanthangal,"Urban Primary Health Centre, Palavanthangal, No2; New Colony; 2Nd Cross St; Palavanthangal Chennai  114",12.9881714,80.189436,1265.193879
S13-171-71,Railway Border First Street,un-Tenable,171,104,359,13,"Railway Border First Street, Ward 171, ADYAR, Chennai, Tamil Nadu, India",13.0294569,80.2257235,UPHC120,13,171,Kannammapet,"Urban Primary Health Centre, Kannammapet, No 1; Hospital Road; Chennai  17",13.0302194,80.2260312,101.7001714
S10-140-57,Paneerselvam Nagar,Tenable,140,261,1077,10,"Paneerselvam Nagar, Ward 140, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0297974,80.2230688,UPHC120,13,171,Kannammapet,"Urban Primary Health Centre, Kannammapet, No 1; Hospital Road; Chennai  17",13.0302194,80.2260312,664.4292653
S10-133-52,Nallan Kuppam,Tenable,133,394,1557,10,"Nallan Kuppam, Ward 133, KODAMBAKKAM, Chennai, Tamil Nadu, India",13.0337779,80.2201059,UPHC120,13,171,Kannammapet,"Urban Primary Health Centre, Kannammapet, No 1; Hospital Road; Chennai  17",13.0302194,80.2260312,936.6331454
S13-172-66,Perumal Koil Street I & II,Tenable,172,60,219,13,"Perumal Koil Street I & II, Ward 172, ADYAR, Chennai, Tamil Nadu, India",13.0143593,80.2464626,UPHC121,13,172,Kotturpuram,"Urban Primary Health Centre, Kotturpuram, No 23; Dhandayudhapani 2Nd St; Chennai  85",13.0229855,80.2401543,1611.251633
S13-171-82,Surya Nagar,Un-Tenable,171,1014,3185,13,"Surya Nagar, Ward 171, ADYAR, Chennai, Tamil Nadu, India",13.0168804,80.2391019,UPHC121,13,172,Kotturpuram,"Urban Primary Health Centre, Kotturpuram, No 23; Dhandayudhapani 2Nd St; Chennai  85",13.0229855,80.2401543,1166.527336
S13-173-9,Annai Sathya Nagar,Un-Tenable,173,515,1787,13,"Annai Sathya Nagar, Ward 173, ADYAR, Chennai, Tamil Nadu, India",13.0168784,80.2579194,UPHC122,13,173,Mandaveli,"Urban Primary Health Centre, Mandaveli, No 10; Velayutham Raja St; Mandaveli; Chennai  28",13.024026,80.2645587,1258.614763
S13-173-42,KVB Garden,Tenable,173,347,1418,13,"KVB Garden, Ward 173, ADYAR, Chennai, Tamil Nadu, India",13.01929,80.2605326,UPHC122,13,173,Mandaveli,"Urban Primary Health Centre, Mandaveli, No 10; Velayutham Raja St; Mandaveli; Chennai  28",13.024026,80.2645587,806.3154222
S13-173-73,Rajagramani Thottam,Tenable,173,180,611,13,"Rajagramani Thottam, Ward 173, ADYAR, Chennai, Tamil Nadu, India",13.0245914,80.267172,UPHC122,13,173,Mandaveli,"Urban Primary Health Centre, Mandaveli, No 10; Velayutham Raja St; Mandaveli; Chennai  28",13.024026,80.2645587,423.1837958
S9-124-49,Pillayar koil Thottam,Tenable,124,295,1209,9,"Pillayar koil Thottam, Ward 124, TEY NAM PET, Chennai, Tamil Nadu, India",13.0300848,80.2660201,UPHC122,13,173,Mandaveli,"Urban Primary Health Centre, Mandaveli, No 10; Velayutham Raja St; Mandaveli; Chennai  28",13.024026,80.2645587,811.567086
S13-180-83,Thanthai Periyar Nagar,Tenable,180,2303,8698,13,"Thanthai Periyar Nagar, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.980424,80.2378723,UPHC123,13,174,Old Siddha Clinic,"Urban Primary Health Centre, Old Siddha Clinic, Ttti Post;It Coridor; Taramani; Chennai  113",12.986279,80.2432487,1059.335444
S13-180-46,Mahathma Gandhi Nagar,Tenable,180,1979,7434,13,"Mahathma Gandhi Nagar, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9828279,80.2418899,UPHC123,13,174,Old Siddha Clinic,"Urban Primary Health Centre, Old Siddha Clinic, Ttti Post;It Coridor; Taramani; Chennai  113",12.986279,80.2432487,629.7478553
S13-180-65,"Periyar Nagar , Kanagam",un-Tenable,180,181,680,13,"Periyar Nagar , Kanagam, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9882038,80.2429354,UPHC123,13,174,Old Siddha Clinic,"Urban Primary Health Centre, Old Siddha Clinic, Ttti Post;It Coridor; Taramani; Chennai  113",12.986279,80.2432487,540.2617976
S13-180-40,Kanagam,Tenable,180,436,1674,13,"Kanagam, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9921042,80.2425869,UPHC123,13,174,Old Siddha Clinic,"Urban Primary Health Centre, Old Siddha Clinic, Ttti Post;It Coridor; Taramani; Chennai  113",12.986279,80.2432487,1045.366703
S13-180-55,"Nehru Street , Kanagam",Tenable,180,182,634,13,"Nehru Street , Kanagam, Ward 180, ADYAR, Chennai, Tamil Nadu, India",12.9935389,80.24253,UPHC123,13,174,Old Siddha Clinic,"Urban Primary Health Centre, Old Siddha Clinic, Ttti Post;It Coridor; Taramani; Chennai  113",12.986279,80.2432487,1134.453571
S13-176-78,Sasthri Nagar,Tenable,176,537,2042,13,"Sasthri Nagar, Ward 176, ADYAR, Chennai, Tamil Nadu, India",12.9991491,80.2590739,UPHC124,13,176,Adyar,"Urban Primary Health Centre, Adyar, No1; 1St Avenue Besant Nagar; Chennai  90",13.0002927,80.2666982,1003.935461
S13-176-19,"Besant Avenue, Adyar Huts",Tenable,176,110,362,13,"Besant Avenue, Adyar Huts, Ward 176, ADYAR, Chennai, Tamil Nadu, India",13.0080362,80.2649087,UPHC124,13,176,Adyar,"Urban Primary Health Centre, Adyar, No1; 1St Avenue Besant Nagar; Chennai  90",13.0002927,80.2666982,1293.075225
S13-177-26,"Ex,Serviceman Colony",Tenable,177,109,436,13,"Ex,Serviceman Colony, Ward 177, ADYAR, Chennai, Tamil Nadu, India",12.9916105,80.2065465,UPHC125,13,177,Sastri Nagar,"Urban Primary Health Centre, Sastri Nagar, No 4; Sasthri Nagar; Adambakkam Rd; Chennai  88",12.9888861,80.2062833,346.2946852
S13-177-31,Indira Gandhi Nagar,Tenable,177,203,766,13,"Indira Gandhi Nagar, Ward 177, ADYAR, Chennai, Tamil Nadu, India",12.9940566,80.2094732,UPHC125,13,177,Sastri Nagar,"Urban Primary Health Centre, Sastri Nagar, No 4; Sasthri Nagar; Adambakkam Rd; Chennai  88",12.9888861,80.2062833,869.1906489
